Compound_ID	name	input_mz	match_form	mz_difference	in_pathways	evidence_score	MW	all_possibles
CE5528		310.2151	M[1+]	0.0007	Linoleate metabolism	18	310.2144
CE5528		156.1153	M+2H[2+]	0.0008	Linoleate metabolism	18	310.2144
CE5528		156.1144	M+2H[2+]	-0.0001	Linoleate metabolism	18	310.2144
CE5528		156.1149	M+2H[2+]	0.0004	Linoleate metabolism	18	310.2144
CE5528		311.22	M+H[1+]	-0.0017	Linoleate metabolism	18	310.2144
CE5528		156.1152	M+2H[2+]	0.0007	Linoleate metabolism	18	310.2144
CE5528		312.228	M(C13)+H[1+]	0.0029	Linoleate metabolism	18	310.2144
CE5528		310.2148	M[1+]	0.0004	Linoleate metabolism	18	310.2144
CE5528		312.2261	M(C13)+H[1+]	0.001	Linoleate metabolism	18	310.2144
CE5528		294.1953	M-NH3+H[1+]	0.0001	Linoleate metabolism	18	310.2144
CE4980	Prostaglandin PGE2 glyceryl ester	495.2581	M+HCOONa[1+]	0.0017	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	495.2584	M+HCOONa[1+]	0.002	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	381.2658	M-HCOOH+H[1+]	0.0022	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2453	M-NH3+H[1+]	0.0028	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	445.2824	M+H2O+H[1+]	0.0028	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	359.2816	M-HCOONa+H[1+]	-0.0	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	428.2686	M(C13)+H[1+]	-0.0038	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2437	M-NH3+H[1+]	0.0012	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	428.2751	M(C13)+H[1+]	0.0027	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	381.2618	M-HCOOH+H[1+]	-0.0018	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2441	M-NH3+H[1+]	0.0016	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	427.2711	M+H[1+]	0.0021	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	359.2822	M-HCOONa+H[1+]	0.0006	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2444	M-NH3+H[1+]	0.0019	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	381.2656	M-HCOOH+H[1+]	0.002	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2454	M-NH3+H[1+]	0.0029	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2442	M-NH3+H[1+]	0.0017	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2443	M-NH3+H[1+]	0.0018	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2445	M-NH3+H[1+]	0.002	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	381.2633	M-HCOOH+H[1+]	-0.0003	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2414	M-NH3+H[1+]	-0.0011	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	343.305	M-HCOOK+H[1+]	-0.0027	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2439	M-NH3+H[1+]	0.0014	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2448	M-NH3+H[1+]	0.0023	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2447	M-NH3+H[1+]	0.0022	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	343.3064	M-HCOOK+H[1+]	-0.0013	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2449	M-NH3+H[1+]	0.0024	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.244	M-NH3+H[1+]	0.0015	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	359.2821	M-HCOONa+H[1+]	0.0005	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2389	M-NH3+H[1+]	-0.0036	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	343.3059	M-HCOOK+H[1+]	-0.0018	Prostaglandin formation from arachidonate	13	426.2617
CE4980	Prostaglandin PGE2 glyceryl ester	410.2456	M-NH3+H[1+]	0.0031	Prostaglandin formation from arachidonate	13	426.2617
CE5928		336.2274	M(C13)+H[1+]	0.0023	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2119	M[1+]	-0.0025	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2147	M[1+]	0.0003	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		168.1143	M+2H[2+]	-0.0002	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		317.2115	M-H2O+H[1+]	0.0004	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2268	M(C13)+H[1+]	0.0017	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.217	M[1+]	0.0026	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		168.1157	M+2H[2+]	0.0012	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2271	M(C13)+H[1+]	0.002	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.212	M[1+]	-0.0024	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2277	M(C13)+H[1+]	0.0026	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		291.2328	M-CO2+H[1+]	0.0009	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2125	M[1+]	-0.0019	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2275	M(C13)+H[1+]	0.0024	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2168	M[1+]	0.0024	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2149	M[1+]	0.0005	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2278	M(C13)+H[1+]	0.0027	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		168.1145	M+2H[2+]	0.0	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2282	M(C13)+H[1+]	0.0031	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2151	M[1+]	0.0007	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2163	M[1+]	0.0019	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2156	M[1+]	0.0012	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2272	M(C13)+H[1+]	0.0021	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		336.2276	M(C13)+H[1+]	0.0025	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.2148	M[1+]	0.0004	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
CE5928		334.216	M[1+]	0.0016	Prostaglandin formation from arachidonate	12	334.2144	among possibles C05957,C05953,C05954,C05955,CE5535,CE5537,CE5925,CE5928
C14153	alpha-Tocotrienol	213.1724	M+2H[2+]	-0.0019	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	213.1729	M+2H[2+]	-0.0014	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	427.3394	M(Cl37)+H[1+]	0.0008	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	425.3394	M+H[1+]	-0.002	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	213.1744	M+2H[2+]	0.0001	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	425.343	M+H[1+]	0.0016	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	213.1731	M+2H[2+]	-0.0012	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	463.2974	M+K[1+]	0.0005	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	483.2971	M+NaCl[1+]	-0.0029	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	427.3394	M(S34)+H[1+]	0.0022	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	424.3344	M[1+]	0.0003	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	463.2942	M+K[1+]	-0.0027	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C14153	alpha-Tocotrienol	509.3061	M+HCOOK[1+]	0.0034	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	19	424.3341
C16545		360.2296	M-CO+H[1+]	-0.0025	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2026	M-H4O2+H[1+]	-0.0033	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		446.1859	M+NaCl[1+]	0.0002	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		342.2188	M-HCOOH+H[1+]	-0.0029	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		410.2111	M+Na[1+]	0.002	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		342.2231	M-HCOOH+H[1+]	0.0014	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		316.2039	M-C3H4O2+H[1+]	-0.0021	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		370.2197	M-H2O+H[1+]	0.0032	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2034	M-H4O2+H[1+]	-0.0025	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		390.2225	M(Cl37)+H[1+]	-0.0018	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		410.2114	M+Na[1+]	0.0023	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		370.2199	M-H2O+H[1+]	0.0034	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		410.2118	M+Na[1+]	0.0027	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		472.1891	M+HCOOK[1+]	0.0007	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2025	M-H4O2+H[1+]	-0.0034	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2067	M-H4O2+H[1+]	0.0008	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2052	M-H4O2+H[1+]	-0.0007	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		320.237	M-HCOONa+H[1+]	-0.0027	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		472.1871	M+HCOOK[1+]	-0.0013	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		410.2055	M+Na[1+]	-0.0036	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		406.2342	M+H2O+H[1+]	-0.0035	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		390.2225	M(S34)+H[1+]	-0.0004	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		456.2154	M+HCOONa[1+]	0.0009	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2028	M-H4O2+H[1+]	-0.0031	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		410.2109	M+Na[1+]	0.0018	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		472.1877	M+HCOOK[1+]	-0.0007	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		388.2255	M+H[1+]	-0.0016	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		370.2194	M-H2O+H[1+]	0.0029	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		390.2247	M(S34)+H[1+]	0.0018	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		406.2338	M+H2O+H[1+]	-0.0039	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2041	M-H4O2+H[1+]	-0.0018	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		360.2292	M-CO+H[1+]	-0.0029	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		390.2247	M(Cl37)+H[1+]	0.0004	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2033	M-H4O2+H[1+]	-0.0026	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		316.2031	M-C3H4O2+H[1+]	-0.0029	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		360.2285	M-CO+H[1+]	-0.0036	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		352.2069	M-H4O2+H[1+]	0.001	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C16545		371.1992	M-NH3+H[1+]	-0.0014	Drug metabolism - cytochrome P450	21	387.2198	among possibles C05011,C16545,C16544
C03091	5beta-Cholestan-3-one	425.316	M+K[1+]	-0.0017		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	425.3136	M+K[1+]	-0.0041		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	445.3186	M+NaCl[1+]	-0.0022		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	455.3477	M+HCOONa[1+]	-0.0019		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	409.3406	M+Na[1+]	-0.0036		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	425.3145	M+K[1+]	-0.0032		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	455.3453	M+HCOONa[1+]	-0.0043		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	409.3404	M+Na[1+]	-0.0038		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	409.3402	M+Na[1+]	-0.004		7	386.3549	among possibles C00187,C03091
C03091	5beta-Cholestan-3-one	425.3147	M+K[1+]	-0.003		7	386.3549	among possibles C00187,C03091
C02198	Thromboxane A2	269.2711	M-HCOOK+H[1+]	0.0001	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	371.2443	M+H2O+H[1+]	0.0014	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	371.245	M+H2O+H[1+]	0.0021	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2383	M(C13)+H[1+]	0.0026	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	352.2257	M[1+]	0.0007	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2377	M(C13)+H[1+]	0.002	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2381	M(C13)+H[1+]	0.0024	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.238	M(C13)+H[1+]	0.0023	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2376	M(C13)+H[1+]	0.0019	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2363	M(C13)+H[1+]	0.0006	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	354.2372	M(C13)+H[1+]	0.0015	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	437.1901	M+HCOOK[1+]	-0.0035	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	352.2241	M[1+]	-0.0009	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	437.19	M+HCOOK[1+]	-0.0036	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	371.2448	M+H2O+H[1+]	0.0019	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
C02198	Thromboxane A2	317.2115	M-H4O2+H[1+]	0.0004	Prostaglandin formation from arachidonate$Arachidonic acid metabolism	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
CE5704	15(S)-hydroxyarachidonylethanolamide	366.2833	M(S34)+H[1+]	0.0029	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2645	M+Na[1+]	-0.0021	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2784	M-HCOOH+H[1+]	-0.0008	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2651	M+Na[1+]	-0.0015	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	328.2624	M-H4O2+H[1+]	-0.001	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2637	M+Na[1+]	-0.0029	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	364.281	M+H[1+]	-0.0036	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2642	M+Na[1+]	-0.0024	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2639	M+Na[1+]	-0.0027	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	328.2602	M-H4O2+H[1+]	-0.0032	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2633	M+Na[1+]	-0.0033	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.264	M+Na[1+]	-0.0026	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	366.2833	M(Cl37)+H[1+]	0.0015	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2771	M-HCOOH+H[1+]	-0.0021	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	365.2899	M(C13)+H[1+]	0.0019	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2635	M+Na[1+]	-0.0031	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	386.2638	M+Na[1+]	-0.0028	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2768	M-HCOOH+H[1+]	-0.0024	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2782	M-HCOOH+H[1+]	-0.001	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2774	M-HCOOH+H[1+]	-0.0018	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	402.2385	M+K[1+]	-0.0016	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	328.2606	M-H4O2+H[1+]	-0.0028	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	318.2777	M-HCOOH+H[1+]	-0.0015	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE5704	15(S)-hydroxyarachidonylethanolamide	448.2437	M+HCOOK[1+]	-0.0022	Prostaglandin formation from arachidonate	17	363.2773	among possibles CE5703,CE5704
CE7101		501.3505	M+HCOONa[1+]	-0.0045	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		455.3453	M+Na[1+]	-0.0043	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		228.1764	M+H+Na[2+]	-0.0021	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		433.3668	M+H[1+]	-0.0008	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		433.3662	M+H[1+]	-0.0014	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		455.3477	M+Na[1+]	-0.0019	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		415.356	M-H2O+H[1+]	-0.001	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		501.3501	M+HCOONa[1+]	-0.0049	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		433.3651	M+H[1+]	-0.0025	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
CE7101		415.3552	M-H2O+H[1+]	-0.0018	Vitamin E metabolism	12	432.3604	among possibles CE6219,CE7101,CE5655
C02477	alpha-Tocopherol; Vitamin E	227.1887	M+H+Na[2+]	-0.0001	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	6	430.3811
C02477	alpha-Tocopherol; Vitamin E	499.3711	M+HCOONa[1+]	-0.0047	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	6	430.3811
C02477	alpha-Tocopherol; Vitamin E	453.3668	M+Na[1+]	-0.0036	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	6	430.3811
C02477	alpha-Tocopherol; Vitamin E	227.189	M+H+Na[2+]	0.0002	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	6	430.3811
C02477	alpha-Tocopherol; Vitamin E	499.371	M+HCOONa[1+]	-0.0048	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism	6	430.3811
