m/z	id	match_form	mz_difference	name	pathway
168.028	C04409	M-H2O+H[1+]	-0.0011	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.028	C05572	M+Na[1+]	0.0012		Aspartate and asparagine metabolism
168.0282	C00366	M[1+]	-0.0001	Urate; Uric acid	Purine metabolism
168.0282	C00940	M+Na[1+]	0.0014	2-Oxoglutaramate; 2-Oxoglutaramic acid	Alanine and Aspartate Metabolism
168.0282	C03722	M+H[1+]	-0.001	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0282	C04409	M-H2O+H[1+]	-0.0009	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0282	C05572	M+Na[1+]	0.0014		Aspartate and asparagine metabolism
168.0283	C00366	M[1+]	0.0	Urate; Uric acid	Purine metabolism
168.0283	C00940	M+Na[1+]	0.0015	2-Oxoglutaramate; 2-Oxoglutaramic acid	Alanine and Aspartate Metabolism
168.0283	C03722	M+H[1+]	-0.0009	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0283	C04409	M-H2O+H[1+]	-0.0008	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0283	C05572	M+Na[1+]	0.0015		Aspartate and asparagine metabolism
168.0285	C00366	M[1+]	0.0002	Urate; Uric acid	Purine metabolism
168.0285	C03722	M+H[1+]	-0.0007	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0285	C04409	M-H2O+H[1+]	-0.0006	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0286	C00366	M[1+]	0.0003	Urate; Uric acid	Purine metabolism
168.0286	C03722	M+H[1+]	-0.0006	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0286	C04409	M-H2O+H[1+]	-0.0005	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0287	C00366	M[1+]	0.0004	Urate; Uric acid	Purine metabolism
168.0287	C03722	M+H[1+]	-0.0005	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0287	C04409	M-H2O+H[1+]	-0.0004	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0289	C00366	M[1+]	0.0006	Urate; Uric acid	Purine metabolism
168.0289	C03722	M+H[1+]	-0.0003	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
168.0289	C04409	M-H2O+H[1+]	-0.0002	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
168.0396	C01225	M+2H[2+]	-0.0009	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol	Phosphatidylinositol phosphate metabolism$Glycerophospholipid metabolism
168.0778	C06459	M[1+]	-0.0012	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
168.0778	C16396	M+H[1+]	0.001	2,4-Diamino-6-nitrotoluene	
168.0778	CE2102	M+2H[2+]	0.0013	lipoyllysine	Lipoate metabolism
168.0786	C06459	M[1+]	-0.0004	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
168.0799	C06459	M[1+]	0.0009	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
168.0804	C00079	M(S34)+H[1+]	-0.0017	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	Tyrosine metabolism$Biopterin metabolism
168.0804	C06459	M[1+]	0.0014	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
168.0804	CE2172	M(S34)+H[1+]	-0.0017		Tyrosine metabolism
168.1086	C11924	M(C13)+H[1+]	-0.0015	Perillic acid	
168.1143	C04717	M+H+Na[2+]	0.001	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
168.1143	C05953	M+2H[2+]	-0.0002	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1143	C05954	M+2H[2+]	-0.0002	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1143	C05955	M+2H[2+]	-0.0002	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1143	C05957	M+2H[2+]	-0.0002	Prostaglandin J2; PGJ2	Prostaglandin formation from arachidonate
168.1143	C14827	M+H+Na[2+]	0.001	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
168.1143	CE2061	M[1+]	-0.0007		Linoleate metabolism
168.1143	CE5535	M+2H[2+]	-0.0002		Prostaglandin formation from arachidonate
168.1143	CE5537	M+2H[2+]	-0.0002		Prostaglandin formation from arachidonate
168.1143	CE5925	M+2H[2+]	-0.0002		Prostaglandin formation from arachidonate
168.1143	CE5928	M+2H[2+]	-0.0002		Prostaglandin formation from arachidonate
168.1145	C04717	M+H+Na[2+]	0.0012	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
168.1145	C05953	M+2H[2+]	0.0	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1145	C05954	M+2H[2+]	0.0	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1145	C05955	M+2H[2+]	0.0	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1145	C05957	M+2H[2+]	0.0	Prostaglandin J2; PGJ2	Prostaglandin formation from arachidonate
168.1145	C14827	M+H+Na[2+]	0.0012	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
168.1145	CE2061	M[1+]	-0.0005		Linoleate metabolism
168.1145	CE5535	M+2H[2+]	0.0		Prostaglandin formation from arachidonate
168.1145	CE5537	M+2H[2+]	0.0		Prostaglandin formation from arachidonate
168.1145	CE5925	M+2H[2+]	0.0		Prostaglandin formation from arachidonate
168.1145	CE5928	M+2H[2+]	0.0		Prostaglandin formation from arachidonate
168.1157	C05953	M+2H[2+]	0.0012	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1157	C05954	M+2H[2+]	0.0012	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1157	C05955	M+2H[2+]	0.0012	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1157	C05957	M+2H[2+]	0.0012	Prostaglandin J2; PGJ2	Prostaglandin formation from arachidonate
168.1157	CE2061	M[1+]	0.0007		Linoleate metabolism
168.1157	CE5535	M+2H[2+]	0.0012		Prostaglandin formation from arachidonate
168.1157	CE5537	M+2H[2+]	0.0012		Prostaglandin formation from arachidonate
168.1157	CE5925	M+2H[2+]	0.0012		Prostaglandin formation from arachidonate
168.1157	CE5928	M+2H[2+]	0.0012		Prostaglandin formation from arachidonate
168.1165	CE2061	M[1+]	0.0015		Linoleate metabolism
168.1499	C01607	M+H+Na[2+]	0.0002	Phytanate; Phytanic acid	Fatty acid activation$Phytanic acid peroxisomal oxidation$Fatty Acid Metabolism
168.1499	C06425	M+H+Na[2+]	0.0002	Icosanoic acid; Eicosanoic acid; Arachidic acid	Fatty acid activation$De novo fatty acid biosynthesis
168.151	C01607	M+H+Na[2+]	0.0013	Phytanate; Phytanic acid	Fatty acid activation$Phytanic acid peroxisomal oxidation$Fatty Acid Metabolism
168.151	C06425	M+H+Na[2+]	0.0013	Icosanoic acid; Eicosanoic acid; Arachidic acid	Fatty acid activation$De novo fatty acid biosynthesis
168.1511	C01607	M+H+Na[2+]	0.0014	Phytanate; Phytanic acid	Fatty acid activation$Phytanic acid peroxisomal oxidation$Fatty Acid Metabolism
168.1511	C06425	M+H+Na[2+]	0.0014	Icosanoic acid; Eicosanoic acid; Arachidic acid	Fatty acid activation$De novo fatty acid biosynthesis
168.1513	C01607	M+H+Na[2+]	0.0016	Phytanate; Phytanic acid	Fatty acid activation$Phytanic acid peroxisomal oxidation$Fatty Acid Metabolism
168.1513	C06425	M+H+Na[2+]	0.0016	Icosanoic acid; Eicosanoic acid; Arachidic acid	Fatty acid activation$De novo fatty acid biosynthesis
168.9816	C05528	M+H[1+]	0.0014	3-Sulfopyruvate; 3-Sulfopyruvic acid	Methionine and cysteine metabolism
168.9816	C07649	M+K[1+]	0.0009	5-FU; Fluorouracil; 5-Fluorouracil	Drug metabolism - other enzymes
169.0526	C05411	M(Cl37)+H[1+]	0.0004		Ascorbate (Vitamin C) and Aldarate Metabolism
169.0526	C05412	M(Cl37)+H[1+]	0.0004		Ascorbate (Vitamin C) and Aldarate Metabolism
169.0526	C16353	M(Cl37)+H[1+]	-0.001		Caffeine metabolism
169.0526	C16353	M(S34)+H[1+]	0.0004		Caffeine metabolism
169.0526	C16358	M(Cl37)+H[1+]	-0.001	1-Methylxanthine	Caffeine metabolism
169.0526	C16358	M(S34)+H[1+]	0.0004	1-Methylxanthine	Caffeine metabolism
169.0526	CE5542	M(S34)+H[1+]	-0.0009	noradrenochrome o-semiquinone	Tyrosine metabolism
169.0745	C00078	M-H4O2+H[1+]	-0.0015	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid	Tryptophan metabolism
169.0745	C00314	M[1+]	0.0006	Pyridoxine; Pyridoxol	Vitamin B6 (pyridoxine) metabolism
169.0745	C00525	M-H4O2+H[1+]	-0.0015	D-Tryptophan	Tryptophan metabolism
169.0745	C00547	M[1+]	0.0006	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol	Tyrosine metabolism$Urea cycle/amino group metabolism
169.0745	C02714	M+K[1+]	0.0011	N-Acetylputrescine	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
169.0745	C04540	M(C13)+2H[2+]	-0.0009	N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine	Aspartate and asparagine metabolism
169.0745	CE3087	M+H[1+]	-0.0015	beta-carboline	Tryptophan metabolism
169.0753	C00078	M-H4O2+H[1+]	-0.0007	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid	Tryptophan metabolism
169.0753	C00314	M[1+]	0.0014	Pyridoxine; Pyridoxol	Vitamin B6 (pyridoxine) metabolism
169.0753	C00525	M-H4O2+H[1+]	-0.0007	D-Tryptophan	Tryptophan metabolism
169.0753	C00547	M[1+]	0.0014	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol	Tyrosine metabolism$Urea cycle/amino group metabolism
169.0753	C04540	M(C13)+2H[2+]	-0.0001	N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine	Aspartate and asparagine metabolism
169.0753	CE3087	M+H[1+]	-0.0007	beta-carboline	Tryptophan metabolism
169.1087	C01181	M+Na[1+]	0.0013	4-Trimethylammoniobutanoate	Lysine metabolism
169.1087	C01262	M-C3H4O2+H[1+]	0.0003	beta-Alanyl-N(pi)-methyl-L-histidine; Anserine	
169.1087	C01996	M+Na[1+]	0.0013	Acetylcholine; O-Acetylcholine	Glycerophospholipid metabolism
169.1087	C02571	M-H4O2+H[1+]	-0.001	O-Acetylcarnitine; O-Acetyl-L-carnitine	Aspartate and asparagine metabolism$Fatty Acid Metabolism
169.1122	C00410	M+H+Na[2+]	0.0016	Progesterone; 4-Pregnene-3,20-dione	C21-steroid hormone biosynthesis and metabolism
169.1122	CE5627	M-HCOONa+H[1+]	0.0	salsoline-1-carboxylate	Tyrosine metabolism
169.1131	CE5627	M-HCOONa+H[1+]	0.0009	salsoline-1-carboxylate	Tyrosine metabolism
170.0321	C00300	M+K[1+]	-0.0002	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	Glycine, serine, alanine and threonine metabolism$Urea cycle/amino group metabolism
170.0321	C07648	M(Cl37)+H[1+]	0.001	Thioguanine	Drug metabolism - other enzymes
170.0432	C00025	M+Na[1+]	0.0007	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	Purine metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Alanine and Aspartate Metabolism$Vitamin B9 (folate) metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Aminosugars metabolism$Putative anti-Inflammatory metabolites formation from EPA$Arachidonic acid metabolism$Tyrosine metabolism$Beta-Alanine metabolism$Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Glutamate metabolism$Histidine metabolism$Butanoate metabolism$Lysine metabolism$Glutathione Metabolism
170.0432	C00217	M+Na[1+]	0.0007	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	
170.0432	C00302	M+Na[1+]	0.0007	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate	Methionine and cysteine metabolism$Leukotriene metabolism
170.0432	C03340	M+H[1+]	-0.0016	L-2,3-Dihydrodipicolinate; Dihydrodipicolinic acid; Dihydrodipicolinate; 2,3-Dihydrodipicolinate	
170.0432	C05938	M+Na[1+]	0.0007	L-4-Hydroxyglutamate semialdehyde	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
170.0575	C00123	M+K[1+]	0.0001	L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine	Valine, leucine and isoleucine degradation
170.0575	C00407	M+K[1+]	0.0001	L-Isoleucine; 2-Amino-3-methylvaleric acid	Valine, leucine and isoleucine degradation
170.0575	C01233	M-HCOOH+H[1+]	-0.0003	sn-glycero-3-Phosphoethanolamine; Glycerophosphoethanolamine	Glycerophospholipid metabolism
170.0575	C05576	M[1+]	-0.0004	3,4-Dihydroxyphenylethyleneglycol	Tyrosine metabolism
170.0575	C14180	M(C13)+2H[2+]	0.0013	S-(Hydroxymethyl)glutathione	
170.0664	C00242	M+H2O+H[1+]	-0.0009	Guanine; 2-Amino-6-hydroxypurine	Urea cycle/amino group metabolism$Purine metabolism
170.0678	C00242	M+H2O+H[1+]	0.0005	Guanine; 2-Amino-6-hydroxypurine	Urea cycle/amino group metabolism$Purine metabolism
170.0896	C06459	M(C13)+H[1+]	-0.0001	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
170.0933	C01152	M+H[1+]	0.0009	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine	
170.0936	C01152	M+H[1+]	0.0012	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine	
170.094	C01152	M+H[1+]	0.0016	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine	
170.1056	C00835	M-HCOONa+H[1+]	-0.0005	Sepiapterin	
170.1056	C03684	M-HCOONa+H[1+]	-0.0005	6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin	Biopterin metabolism
170.1068	C00835	M-HCOONa+H[1+]	0.0007	Sepiapterin	
170.1068	C03684	M-HCOONa+H[1+]	0.0007	6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin	Biopterin metabolism
170.1304	C14772	M+2H[2+]	0.0003	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1304	C14773	M+2H[2+]	0.0003	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1304	C14774	M+2H[2+]	0.0003	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1304	C14775	M+2H[2+]	0.0003	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1305	C14772	M+2H[2+]	0.0004	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1305	C14773	M+2H[2+]	0.0004	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1305	C14774	M+2H[2+]	0.0004	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1305	C14775	M+2H[2+]	0.0004	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1306	C14772	M+2H[2+]	0.0005	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1306	C14773	M+2H[2+]	0.0005	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1306	C14774	M+2H[2+]	0.0005	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1306	C14775	M+2H[2+]	0.0005	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1307	C14772	M+2H[2+]	0.0006	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1307	C14773	M+2H[2+]	0.0006	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1307	C14774	M+2H[2+]	0.0006	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1307	C14775	M+2H[2+]	0.0006	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1308	C14772	M+2H[2+]	0.0007	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1308	C14773	M+2H[2+]	0.0007	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1308	C14774	M+2H[2+]	0.0007	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1308	C14775	M+2H[2+]	0.0007	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1309	C14772	M+2H[2+]	0.0008	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1309	C14773	M+2H[2+]	0.0008	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1309	C14774	M+2H[2+]	0.0008	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1309	C14775	M+2H[2+]	0.0008	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.131	C14772	M+2H[2+]	0.0009	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.131	C14773	M+2H[2+]	0.0009	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.131	C14774	M+2H[2+]	0.0009	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.131	C14775	M+2H[2+]	0.0009	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1311	C14772	M+2H[2+]	0.001	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1311	C14773	M+2H[2+]	0.001	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1311	C14774	M+2H[2+]	0.001	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1311	C14775	M+2H[2+]	0.001	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1312	C14772	M+2H[2+]	0.0011	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
170.1312	C14773	M+2H[2+]	0.0011	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
170.1312	C14774	M+2H[2+]	0.0011	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
170.1312	C14775	M+2H[2+]	0.0011	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
170.1414	C01259	M-H4O2+H[1+]	0.0001	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	Lysine metabolism
171.017	C00152	M+K[1+]	0.0007	L-Asparagine; 2-Aminosuccinamic acid	Alanine and Aspartate Metabolism$Nitrogen metabolism$Aspartate and asparagine metabolism
171.017	C02642	M+K[1+]	0.0007	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine	Pyrimidine metabolism
171.017	C04221	M+NaCl[1+]	-0.0013	trans-1,2-Dihydrobenzene-1,2-diol	
